TOX-A	TOX-B	mGFP-A	mGFP-B
Usp19	9541	9234	8944	8383
Qars	4416	4323	3562	3934
Qrich1	14495	12800	10003	12255
RP23-250G8.9	44	22	0	3
RP23-250G8.14	1	2	0	0
Impdh2	9175	8804	7966	8256
Ndufaf3	1276	1153	1386	1282
RP23-250G8.13	154	122	82	94
Gm24083	0	0	0	0
Mir191	0	0	0	0
Mir425	0	0	0	0
Dalrd3	1369	1489	1271	1415
Wdr6	6947	5932	5300	4457
P4htm	198	182	169	238
RP23-334M10.7	0	0	4	0
RP23-334M10.12	0	0	0	0
Arih2	5734	5717	4567	5375
Gm26298	0	0	0	0
Slc25a20	2887	2296	2425	2451
Prkar2a	1186	1406	593	702
Gm24259	3	0	0	0
Ip6k2	237	332	256	232
Gm23034	0	0	0	0
Nckipsd	917	752	640	749
RP24-571H12.4	0	0	0	0
RP24-571H12.6	0	0	0	0
Celsr3	32	22	23	2
Gm23156	0	0	0	0
Slc26a6	418	393	413	429
Tmem89	0	0	0	0
Uqcrc1	24959	24042	19882	20219
WI1-2477B13.3	0	0	0	0
Col7a1	0	12	0	3
Mir711	0	0	0	0
Ucn2	0	0	0	0
RP24-212K17.5	0	0	0	0
Pfkfb4	321	216	29	128
Shisa5	76244	61568	83153	78804
Trex1	0	0	0	0
RP24-212K17.7	44	52	45	23
Atrip	53	68	28	60
Tma7	2968	2672	3150	2927
Ccdc51	1369	1135	1251	1290
RP23-9P6.2	0	0	0	0
Plxnb1	0	24	8	9
Fbxw21	0	0	0	0
Fbxw13	0	0	0	0
Fbxw20	0	0	0	0
Fbxw14	0	0	0	0
Gm22821	0	0	0	0
Fbxw28	0	0	0	0
Gm25484	0	0	0	0
Gm24641	0	0	0	0
Fbxw22	0	0	0	0
Fbxw16	0	0	0	0
RP23-62L19.6	0	0	0	0
RP23-62L19.5	0	0	0	0
Fbxw19	0	0	0	0
RP24-187P11.4	0	0	0	0
RP24-187P11.2	0	0	0	0
RP24-187P11.5	0	0	0	0
Fbxw15	0	0	0	0
RP24-187P11.3	0	0	0	0
Fbxw24	0	0	0	0
Fbxw25	0	0	0	0
Fbxw18	0	0	0	0
RP24-344B20.5	0	0	0	0
Fbxw26	0	0	0	0
Fbxw27	0	0	0	0
Spink8	0	0	0	0
RP24-164P4.3	267	218	175	260
Nme6	1332	1166	1170	1105
Camp	33	28	29	30
Cdc25a	3628	3661	2032	2228
Mir7089	0	1	0	1
RP24-421E18.9	0	0	0	0
Map4	10238	8769	8639	7398
RP24-421E18.8	26	21	27	23
RP24-421E18.10	1	0	0	1
RP24-421E18.5	0	0	0	0
RP24-421E18.7	19	15	19	13
Dhx30	11187	9187	8114	9574
Gm27855	0	0	0	0
Smarcc1	11423	10135	8324	9710
Gm23377	0	0	0	0
Cspg5	40	26	18	25
RP24-285I4.2	0	0	0	0
Mir6236	159	146	154	161
RP24-330A11.9	0	0	0	1
Elp6	1165	1020	824	977
RP24-330A11.12	5	5	16	0
Scap	5726	4979	4957	3465
RP24-330A11.11	8	15	1	6
Ptpn23	613	589	740	520
Ngp	222	201	230	213
Klhl18	621	651	822	486
Kif9	97	125	45	87
Setd2	1192	1296	884	1156
RP24-363K20.7	0	3	3	0
Nradd	72	42	36	16
Nbeal2	5721	4806	7107	4025
Mir8107	0	0	0	0
RP24-179L19.4	3	1	6	1
Ccdc12	4374	3584	4402	3929
RP24-179L19.2	1	0	0	1
Pth1r	0	0	5	2
Myl3	0	0	0	0
Prss42	0	0	0	0
Prss44	0	0	0	0
Prss43	0	0	0	0
Prss45	0	0	0	0
Prss46	0	0	0	0
Prss50	2	7	0	3
Tmie	377	221	354	302
Als2cl	5233	3672	5318	4391
RP23-265F20.14	0	4	11	0
RP23-265F20.7	47	25	54	45
Gm24269	0	0	0	0
Tdgf1	11	15	38	30
Lrrc2	6	4	6	3
RP24-166N8.8	0	0	0	0
Rtp3	0	0	0	0
RP24-166N8.2	0	0	0	0
RP24-166N8.6	1	0	0	0
Ltf	185	100	146	163
RP24-166N8.9	0	0	0	1
Ccrl2	171	118	61	120
Rp31-ps19	0	0	1	0
Gm26409	0	0	0	0
Lrrfip2	1455	1244	543	966
Mlh1	3370	3261	2471	3166
Gm24860	0	0	0	0
Epm2aip1	1256	1254	1005	1061
Trank1	0	0	0	0
RP23-361O11.4	0	0	0	0
Dclk3	0	0	0	0
RP24-362N9.3	0	0	0	0
RP24-362N9.4	0	0	0	0
Stac	0	0	0	0
n-R5s90	0	0	0	0
RP23-351O20.1	0	0	0	0
Arpp21	0	0	3	0
Mir128-2	0	0	0	0
RP23-152P11.3	0	0	0	0
RP23-152P11.2	0	0	0	0
RP23-311A1.1	0	0	0	0
Gm27847	0	0	0	0
Gm24957	0	0	0	0
RP24-300B21.2	0	0	0	0
RP24-300B21.1	0	0	0	0
RP23-246D7.1	0	0	0	0
RP23-246D7.2	0	0	0	0
Gm22492	0	0	0	0
RP23-471H21.3	0	0	0	0
RP23-471H21.2	0	0	0	0
RP23-471H21.1	0	0	0	0
RP24-365A12.1	24	14	20	17
RP24-365A12.2	0	0	0	0
Pdcd6ip	38136	30568	24016	29806
Clasp2	3023	3008	1332	2298
Gm25059	0	0	0	0
Ubp1	1253	1325	528	851
Fbxl2	57	44	41	47
RP23-280C13.3	0	7	0	0
Susd5	0	0	0	0
RP23-63L7.3	0	0	0	0
RP23-63L7.2	0	0	0	0
Bcl2a1c	1	2	2	0
RP24-180M2.2	72	73	82	57
Crtap	928	861	449	543
Glb1	4568	4377	4162	4041
Tmppe	1839	1537	1745	1926
Ccr4	1985	1955	2421	2223
Trim71	8	6	1	2
C130032M10Rik	0	1	0	0
Cnot10	5485	4900	3991	4715
Gm23232	1	0	0	1
RP23-405I13.1	0	1	1	0
Dync1li1	5785	5805	4500	5504
Cmtm6	24943	22155	22555	24691
Cmtm7	11741	11678	11187	7845
RP24-66I20.1	203	125	125	87
Cmtm8	27	21	0	2
Gm23889	0	0	0	0
Gpd1l	4354	3285	3563	4108
Osbpl10	1	0	0	0
Rps27rt	84	47	96	121
RP23-197K11.4	0	0	0	0
RP23-197K11.3	0	0	0	0
RP23-197K11.5	0	0	0	0
Stt3b	23505	20689	11749	15370
RP23-197K11.6	0	0	0	0
Mir467h	0	0	0	0
Gm26303	0	0	0	0
Gm25510	0	0	0	0
RP23-271F18.2	6	4	11	6
Gm22243	0	0	0	0
RP23-271F18.1	18	15	27	32
n-R5s92	0	0	0	0
RP23-451B4.1	0	0	0	0
RP23-451B4.2	0	0	0	0
Gadl1	4	0	3	2
AC131777.1	0	0	0	0
AC133169.2	141	116	129	139
Tgfbr2	10993	9326	8136	8533
RP24-318O6.3	12	16	0	4
RP24-318O6.2	0	0	0	0
RP23-396C4.1	3	1	0	0
RP23-396C4.2	1	2	5	0
Rbms3	0	0	0	0
RP23-477O24.2	0	0	0	0
RP23-477O24.1	0	0	0	0
RP24-337I23.1	0	0	0	0
RP23-194N9.1	0	0	0	0
RP23-357C16.1	12	1	0	4
RP23-413P10.2	66	35	30	8
Zcwpw2	12	11	0	9
Gm22008	0	0	0	0
Azi2	5212	5381	3014	4297
Cmc1	1085	1093	905	1095
RP23-48H10.1	33	20	40	27
Gm22198	0	0	0	0
RP23-272A7.1	50	42	4	30
Platr11	45	46	27	16
RP23-272A7.3	30	39	0	1
Gm22479	0	0	0	0
Eomes	5551	3963	1902	1715
RP24-257F22.3	153	116	56	59
Golga4	2228	2520	1044	1862
RP24-257F22.4	0	0	0	0
RP24-257F22.2	0	6	0	0
Itga9	97	109	128	49
RP23-162D3.1	118	89	195	91
RP23-162D3.2	0	6	0	0
RP23-366B23.2	0	0	0	0
Ctdspl	48	32	76	51
Mir26a-1	0	0	0	0
Vill	191	403	272	224
Plcd1	39	22	63	26
Dlec1	2	11	0	1
Acaa1b	2	1	2	1
Gm47289	0	0	0	0
RP23-129C12.8	54	39	55	37
Slc22a14	0	0	0	0
Slc22a13	6	0	0	0
Slc22a13b-ps	7	0	5	0
Oxsr1	1331	1352	1033	939
Gm22729	0	1	0	0
Myd88	5578	4605	4952	4673
Acaa1a	4308	3760	3958	4493
Xylb	116	163	37	98
Acvr2b	6	19	3	0
RP24-95N16.3	0	0	0	0
RP24-95N16.4	15	3	8	0
Exog	2524	1869	1616	2158
Scn5a	2	2	0	0
Scn10a	0	0	0	0
Scn11a	7	27	15	1
RP24-409K22.3	4	4	0	0
Wdr48	4348	3896	2753	4040
Cx3cr1	4	8	1	0
Gorasp1	505	465	517	433
Ttc21a	0	4	0	0
Csrnp1	4246	3877	4950	4224
RP24-233B16.1	25	23	18	4
RP24-233B16.2	0	0	0	0
RP24-233B16.4	2	1	0	0
Xirp1	0	0	0	0
RP24-233B16.6	0	4	0	0
Ccr8	158	327	165	166
RP24-233B16.8	3	5	1	0
Slc25a38	1152	1223	1155	1107
Rpsa	30233	29803	38235	36217
Gm24044	0	0	0	0
Gm26448	7	6	5	8
Snora62	3	2	3	4
RP24-87K15.4	0	2	0	0
Mobp	0	0	0	0
RP24-87K15.8	0	0	0	0
RP24-87K15.3	0	0	0	0
RP24-87K15.6	0	0	0	0
RP24-87K15.7	0	0	0	0
Myrip	0	0	0	0
RP24-144E2.1	0	0	1	0
RP24-144E2.2	0	0	0	0
RP23-366E1.3	60	38	43	21
Eif1b	2074	2114	2060	1936
RP23-366E1.5	0	0	0	0
Entpd3	10	0	20	5
Rpl14	25375	25685	26382	29156
RP24-264F17.2	46	52	35	59
RP24-264F17.3	0	4	0	0
RP24-264F17.6	0	0	0	0
RP24-264F17.4	0	0	0	0
RP24-264F17.5	0	0	0	0
RP23-242K3.7	0	0	0	0
RP23-242K3.6	29	21	41	25
Gm23624	0	0	0	0
RP23-242K3.1	0	0	0	0
RP23-242K3.5	0	0	0	0
RP23-242K3.4	0	0	0	0
RP23-242K3.3	0	0	0	0
RP23-242K3.2	18	0	0	5
RP24-499N24.4	0	0	0	0
RP24-499N24.5	0	0	0	0
RP24-499N24.6	0	0	0	0
RP24-499N24.3	0	0	0	0
RP24-499N24.2	0	0	0	0
Ctnnb1	16449	14660	10006	11922
Mir7090	1	0	0	0
Ulk4	3	19	2	2
Gm22987	0	0	0	0
RP23-186B12.1	0	0	0	0
RP23-186B12.2	0	14	0	1
Trak1	1268	1204	1101	675
RP23-186B12.3	0	1	3	1
RP24-295J1.1	0	10	0	0
Cck	0	0	0	1
RP23-241P13.4	0	0	0	0
RP23-241P13.5	0	0	0	0
Lyzl4	0	0	0	0
Lyzl4os	0	0	0	0
RP24-94A19.4	0	0	0	0
Vipr1	274	160	153	216
Sec22c	1187	1024	854	1089
Ss18l2	765	693	731	751
Nktr	3259	3124	2071	2768
RP24-93F20.4	3	3	0	5
Zfp651	21	0	25	0
RP24-93F20.6	0	0	0	0
Klhl40	0	0	0	0
Hhatl	0	0	0	0
Ccdc13	1	0	0	0
RP24-93F20.2	0	0	0	0
RP24-93F20.12	31	26	8	2
Higd1a	4294	4961	4854	3922
RP24-93F20.11	3	8	14	8
RP24-93F20.9	0	5	0	0
Ackr2	7	22	13	4
Cyp8b1	0	0	0	0
RP23-366E4.2	0	0	0	0
RP23-366E4.5	62	106	78	63
RP23-366E4.6	0	0	0	1
Fam198a	0	10	0	13
Pomgnt2	89	218	232	288
RP23-366E4.8	0	0	0	0
RP23-366E4.9	0	0	0	0
RP23-366E4.10	0	0	0	0
RP24-325N9.2	0	0	0	0
Snrk	2424	2573	2691	2620
RP24-325N9.3	0	0	0	1
RP24-325N9.4	12	1	15	10
RP24-325N9.5	12	8	13	7
Ano10	2567	2408	1980	2145
Mir8106	0	0	0	0
RP24-233F22.1	0	0	0	0
RP24-233F22.3	0	0	0	0
Abhd5	1109	1010	961	902
RP23-12I4.2	0	0	0	0
RP23-12I4.4	0	0	0	0
RP23-12I4.3	0	0	0	0
RP23-12I4.5	0	0	0	0
RP23-12I4.7	0	0	0	0
RP23-12I4.6	0	0	0	0
RP24-198N9.1	0	0	0	0
RP23-361B11.2	0	0	0	0
RP23-361B11.1	0	0	0	0
RP23-361B11.3	0	0	0	0
Mir138-1	0	0	0	0
RP23-92N3.1	0	0	0	0
RP23-92N3.2	0	0	0	0
RP23-92N3.3	0	0	0	0
Topaz1	0	0	0	0
Tcaim	514	328	209	443
Gm25341	0	0	0	0
RP23-438P19.4	2	3	0	13
Zfp445	1606	2009	1258	2196
RP23-438P19.7	1	0	0	1
RP23-438P19.8	0	1	0	5
Zkscan7	178	210	288	194
RP23-438P19.11	0	0	0	0
RP23-438P19.10	0	0	0	0
Zfp105	0	3	0	0
RP23-438P19.12	1	0	1	2
RP23-438P19.13	0	0	0	0
RP23-438P19.2	821	904	656	905
Kif15	3815	3560	1240	2482
RP23-453B15.4	2	11	0	2
RP23-453B15.7	241	248	225	234
Tmem42	679	545	872	850
RP23-453B15.8	0	0	0	0
Tgm4	3	0	0	1
Zdhhc3	9847	8591	6190	6270
Exosc7	5155	4875	4835	4829
RP23-338G21.3	1	0	0	0
Clec3b	4	4	10	2
Gm23323	0	0	0	0
Cdcp1	3	0	0	0
Tmem158	290	464	171	226
RP24-390M17.2	144	106	125	122
RP24-390M17.1	0	0	0	0
Lars2	29215	28449	41821	27562
Limd1	7272	6455	5283	5510
Sacm1l	2893	3383	2407	3146
Slc6a20b	6	1	0	14
Slc6a20a	0	0	0	0
RP24-298N7.5	0	0	0	0
RP24-298N7.11	0	0	0	0
RP24-298N7.10	0	0	0	0
RP24-298N7.1	0	0	0	3
Ccr9	703	287	869	2207
RP23-252G18.2	38	25	21	25
Lztfl1	210	236	200	505
RP23-252G18.4	0	0	0	3
RP23-252G18.5	1	0	0	2
Fyco1	1419	1288	1155	1315
Cxcr6	13519	9007	9371	6254
Xcr1	125	124	91	67
WI1-1203N12.2	1	1	2	0
Ccr1	160	132	49	34
Ccr1l1	0	12	0	0
Ccr3	1	12	3	2
Ccr2	5393	4761	1867	1508
Ccr5	7784	5788	2794	2143
CAAA01180111.2	53	42	31	44
CAAA01180111.1	514	570	360	644
CAAA01144662.1	0	0	0	0
CAAA01216754.2	0	0	0	0
CAAA01216754.1	0	0	0	0
CAAA01144662.2	0	0	0	0
CAAA01090811.1	0	0	0	0
Ppp2r3d	318	370	388	306
CAAA01125382.3	0	0	0	0
CAAA01125382.2	0	0	0	0
Gm21836	0	0	0	0
RP23-196E17.1	0	0	0	0
RP23-196E17.2	0	0	0	0
RP23-196E17.3	0	0	0	0
CH25-395E5.1	0	0	0	0
CH25-395E5.2	0	0	0	0
CH25-395E5.3	0	0	0	1
RP24-328K10.1	0	0	0	0
H60c	0	0	0	0
RP24-292K6.1	0	0	0	0
Gm26752	0	0	0	0
Ppp1r14c	0	9	0	20
Gm24482	0	0	0	0
Iyd	0	0	0	0
Plekhg1	0	3	0	0
AC153570.3	0	0	0	0
Gm23023	0	0	0	0
AC153570.2	0	2	1	2
Mthfd1l	15120	16215	11808	14106
RP23-221F6.1	9	10	15	3
Gm25515	0	0	0	0
Gm25369	0	0	0	0
RP23-257K20.1	0	0	0	0
Akap12	218	196	179	77
Zbtb2	1820	1854	1526	2148
RP24-538B17.1	48	95	53	80
Rmnd1	1042	987	920	1153
AC133902.3	26	40	38	20
Armt1	2214	2324	1467	2375
Ccdc170	0	0	0	0
Gm22739	0	0	0	0
RP23-283O2.1	0	0	0	0
Esr1	121	117	94	162
Syne1	496	412	443	501
Gm25694	0	0	0	0
Gm10097	0	2	0	0
RP23-304K21.1	0	0	0	0
Gm23573	0	0	0	0
Myct1	0	3	0	0
Vip	0	0	0	0
RP24-178D16.2	0	0	0	0
Fbxo5	5837	5498	3113	3445
Mtrf1l	569	631	348	560
Rgs17	0	0	0	0
RP24-397N4.1	0	0	0	0
RP24-64G24.1	0	0	0	0
RP24-64G24.2	0	0	0	0
Gm10945	0	0	0	0
Oprm1	6	13	0	2
Ipcef1	1567	1250	1273	1742
RP24-217J7.2	66	67	95	99
Cnksr3	423	490	528	588
RP23-464F18.1	0	7	9	0
Ulbp1	2813	1848	1014	983
RP23-464F18.3	5	9	0	4
CAAA01052029.1	0	0	0	0
Lrp11	369	389	184	286
RP24-258P4.3	0	0	2	0
Pcmt1	8669	6943	6110	7659
Nup43	2696	2322	2337	2360
Lats1	688	568	485	407
Katna1	4133	3850	2989	4127
RP24-258P4.8	3	0	3	5
Ginm1	1878	2026	2134	2338
RP23-9N9.4	2	0	5	0
Ppil4	3874	3922	2129	4502
RP23-9N9.3	2	1	1	8
Zc3h12d	602	539	622	650
Mir5104	5	6	1	5
Gm24726	0	0	0	1
Tab2	1321	1385	1262	959
RP23-7P15.3	0	1	0	0
RP23-388A21.2	1	6	0	0
Ust	242	320	168	204
Gm24374	0	0	0	0
RP23-199G2.2	0	0	0	0
Sash1	0	0	0	0
Gm25410	0	0	0	0
RP23-225D5.3	0	0	0	0
RP23-225D5.1	0	0	0	0
RP23-225D5.4	0	0	0	0
RP23-5H4.1	0	0	0	0
RP23-5H4.2	0	0	0	0
RP24-293I7.3	0	0	0	0
RP24-572P24.2	0	0	0	0
RP24-226H19.1	0	0	0	0
RP24-226H19.2	0	0	0	0
RP24-125F23.4	0	0	0	0
RP24-125F23.5	0	0	0	0
RP24-75H6.1	0	0	0	0
RP24-75H6.2	0	0	0	0
RP24-75H6.3	0	0	0	0
RP24-75H6.4	0	0	0	0
RP24-75H6.5	0	0	0	0
Samd5	0	0	0	0
RP23-268A17.2	0	0	0	0
RP23-268A17.3	0	0	0	0
RP23-268A17.4	0	0	0	0
Stxbp5	576	662	298	513
Gm25635	0	0	0	0
RP24-80O9.4	0	1	0	0
RP23-245C15.1	0	0	0	0
RP23-276C6.1	0	0	0	0
RP23-276C6.3	0	0	0	0
RP23-276C6.4	0	0	0	0
Gm25682	0	0	0	0
RP23-245C15.4	0	0	0	0
RP23-245C15.3	0	0	0	0
RP23-245C15.2	2	0	4	0
RP23-187C5.2	0	0	0	0
RP23-187C5.3	0	0	0	0
RP23-187C5.4	0	0	0	0
Adgb	0	0	0	0
RP23-187C5.1	1	1	0	1
RP24-460M18.2	0	1	0	0
Rab32	320	469	394	478
RP23-43F3.4	15	17	25	15
Gm23601	0	0	0	0
Gm10944	0	0	0	0
Grm1	0	0	0	0
RP24-93K4.2	0	0	0	0
RP24-93K4.3	0	0	0	0
RP23-461E22.3	0	0	0	0
Shprh	2327	2121	1329	1994
RP23-119L9.2	0	0	0	0
RP23-158E3.2	0	0	0	0
RP23-158E3.4	0	0	0	1
Fbxo30	1030	1029	447	837
RP24-512D20.1	0	0	0	0
Gm25979	0	0	0	0
Epm2a	5	10	6	7
Rpl17-ps11	0	0	0	0
RP24-352K10.3	0	0	0	0
RP24-512D20.2	0	0	0	0
RP24-512D20.3	18	21	20	28
Gm22546	0	0	0	0
RP23-39C23.2	0	0	0	0
RP23-39C23.1	0	0	0	0
Gm22194	0	0	0	0
Gm25011	0	0	0	0
RP23-39C23.3	0	0	0	0
RP23-202I7.1	0	0	0	0
RP23-229B1.2	0	0	0	0
RP23-229B1.1	0	0	0	0
Gm23680	0	0	0	0
Gm25139	0	0	0	0
Utrn	3643	3559	3118	4491
RP24-385D2.2	5	1	7	0
Gm23044	0	0	0	0
RP24-108E17.1	8	2	5	3
RP23-82B19.2	2	16	1	0
Stx11	1030	1480	503	634
Sf3b5	6687	6011	6569	5772
RP23-82B19.4	0	0	0	0
Plagl1	0	0	0	14
Gm27741	0	0	0	0
Zc2hc1b	0	1	0	1
Ltv1	5452	5346	4626	6274
RP23-104K14.2	0	0	0	0
Phactr2	142	108	126	46
Fuca2	4165	3829	3192	3277
Pex3	1556	1428	1039	1594
Adat2	193	175	195	251
RP24-502B23.4	0	0	0	0
Aig1	596	782	398	674
RP23-18L24.3	0	0	0	0
RP23-18L24.4	0	0	0	0
Gm22995	0	0	0	0
RP23-18L24.1	27	25	29	23
RP23-18L24.2	0	0	0	0
Hivep2	848	609	1043	866
Gm26835	52	23	0	28
RP23-202B12.1	1	0	0	0
RP23-202B12.3	0	0	0	1
RP24-435P22.4	0	0	0	0
RP23-202B12.4	0	0	0	0
Gm24343	0	0	0	0
RP24-435P22.2	0	0	0	0
RP24-435P22.1	0	0	0	0
RP24-435P22.3	0	0	0	0
Adgrg6	0	0	0	0
RP23-378J3.1	2	4	9	1
RP23-378J3.3	0	0	0	0
RP23-136F8.1	0	0	0	0
Vta1	4625	4142	3850	4364
RP24-430N21.3	0	3	0	4
Nmbr	0	0	0	0
Gje1	0	0	0	0
RP23-299H4.3	95	79	74	65
RP23-299H4.2	0	0	0	0
RP23-299H4.4	0	0	0	0
RP23-114N21.1	1	1	0	0
Gm23892	0	0	0	0
RP23-13J14.1	0	0	0	0
RP23-13J14.2	0	0	0	0
RP23-455D21.1	0	0	0	0
RP24-370M23.1	0	0	0	1
RP24-377N13.3	0	0	0	0
RP24-270K22.3	0	0	0	0
RP24-270K22.1	0	0	0	0
RP24-270K22.2	0	0	0	0
RP24-377N13.2	0	0	0	0
RP24-377N13.1	0	0	0	0
RP24-151B6.2	1	0	0	0
RP24-151B6.1	0	0	0	0
RP24-496L10.1	0	0	0	0
RP24-186L12.3	0	0	0	0
RP24-186L12.2	0	0	0	0
RP24-186L12.1	0	0	0	0
RP23-360M11.1	0	0	0	0
Gm25382	0	0	0	0
RP23-281M13.1	0	0	0	0
RP23-281M13.2	15	6	17	15
RP23-156N5.3	0	0	0	0
RP23-156N5.4	0	0	0	0
RP23-156N5.2	0	0	0	0
RP23-156N5.1	0	0	0	0
Cited2	878	966	531	564
RP24-309I5.3	0	17	0	0
Txlnb	32	43	0	3
RP24-309I5.2	0	0	0	0
Heca	285	296	338	206
Abracl	3698	3095	3134	2978
Gm17711	0	0	0	0
Reps1	420	356	413	245
Ect2l	43	19	0	10
Ccdc28a	866	631	977	1074
RP23-143D12.2	33	4	5	21
RP23-143D12.3	0	0	0	0
Nhsl1	3	17	0	0
RP23-143D12.4	0	0	0	0
Hebp2	0	6	0	0
RP23-426E11.3	0	0	0	1
Arfgef3	738	416	501	237
RP23-367D2.1	0	3	2	0
RP23-440F7.3	0	0	0	0
RP23-440F7.2	0	0	0	0
Perp	422	315	248	164
RP23-440F7.5	0	0	0	0
Tnfaip3	1063	1305	925	997
RP23-292G1.1	0	0	0	0
RP23-292G1.2	3	0	0	0
RP23-292G1.3	1	1	1	0
RP23-292G1.4	0	0	0	0
RP23-292G1.5	0	11	0	0
RP23-35O24.1	3	7	2	3
RP23-35O24.3	0	0	0	0
Olig3	0	0	0	0
RP23-353K11.3	176	87	185	164
RP23-353K11.5	9	4	3	0
Ifngr1	27529	21272	21860	22435
Il22ra2	0	0	0	0
RP23-415J15.1	0	0	0	0
Il20ra	0	0	0	6
RP23-415J15.3	0	0	0	0
Gm25256	0	0	0	0
Slc35d3	0	15	0	0
Pex7	1853	1835	1551	1650
RP24-220H23.2	0	3	0	0
Map3k5	454	369	195	268
Map7	845	927	867	1245
RP23-288C18.2	1	0	0	0
RP23-288C18.3	17	19	31	28
RP23-158C15.6	4	2	0	7
RP23-158C15.7	0	0	0	0
Mir6413	0	0	0	0
RP23-158C15.8	48	42	24	45
Bclaf1	7799	7589	4572	7675
Mtfr2	1170	985	542	511
RP23-158C15.10	0	1	0	0
Pde7b	0	0	0	0
RP23-269H11.2	0	0	0	0
RP23-86P1.1	0	0	0	0
RP23-119E2.1	0	0	0	0
Rps2-ps3	0	0	0	0
Ahi1	860	1058	532	951
RP23-225H6.2	0	0	0	0
RP23-225H6.1	0	0	0	2
RP23-395M5.5	2	0	0	0
Myb	1581	2537	981	1530
RP23-395M5.3	0	0	0	4
RP23-395M5.7	0	0	0	0
RP23-395M5.6	5	6	4	1
RP23-395M5.8	1	0	0	1
RP23-203H20.2	28	36	28	24
Hbs1l	4710	5133	3303	4497
RP23-203H20.5	8	8	8	10
Aldh8a1	0	3	0	0
RP23-203H20.6	0	1	0	0
RP23-203H20.3	77	57	95	83
RP23-203H20.7	0	0	0	2
RP24-329N2.1	0	0	0	0
RP24-374M24.1	0	0	0	0
RP24-374M24.2	0	0	0	0
RP23-76C5.1	0	0	0	0
RP23-76C5.2	0	0	0	0
Gm23839	0	0	0	0
Sgk1	8855	7593	7039	5363
RP23-193J20.2	0	0	0	0
RP23-193J20.5	1	0	1	2
RP23-193J20.6	0	0	0	0
RP23-193J20.3	0	0	0	0
RP23-58L22.3	0	0	0	0
RP23-58L22.6	0	0	0	0
RP23-58L22.2	79	79	137	112
RP23-58L22.7	0	0	0	0
RP23-58L22.4	5	23	16	9
Raet1e	6	0	0	0
H60b	12	7	2	16
RP24-547D11.2	114	116	130	214
RP23-58L22.8	0	0	0	2
RP24-547D11.6	0	0	0	0
Hmgb1-ps8	10	13	16	20
RP24-547D11.5	0	0	3	1
RP24-547D11.3	545	506	481	574
RP23-91L18.4	71	48	80	63
Raet1d	0	0	0	0
RP23-91L18.2	0	0	0	0
RP23-91L18.5	0	0	0	0
RP23-91L18.3	1	0	1	3
Slc2a12	0	0	0	0
Tbpl1	3999	4033	3239	4292
Mir7663	7	4	2	0
RP23-440F21.3	0	0	0	0
RP23-103E4.3	36	33	29	22
RP23-103E4.2	0	0	0	0
Tcf21	0	0	0	0
RP23-329D17.1	0	0	0	0
Eya4	0	0	0	0
Gm24655	0	0	0	0
RP23-353G9.1	0	0	0	0
RP23-353G9.2	0	0	0	0
Rps12	3215	3138	4053	4169
Snora33	0	0	0	0
Snord100	0	0	0	0
Gm23130	0	0	0	0
Slc18b1	0	10	0	0
Vnn3	0	0	0	0
Vnn1	0	0	0	0
Taar1	0	0	0	0
Taar2	0	0	0	0
Taar3	0	0	0	0
Taar4	0	0	0	0
Taar5	0	0	0	0
Taar6	0	0	0	0
Taar7a	0	0	0	0
Taar7b	0	0	0	0
Taar7c-ps	0	0	0	0
RP24-196P11.9	0	0	0	0
Taar7d	0	0	0	0
Taar7e	0	0	0	0
RP24-196P11.12	1	0	1	0
Taar7f	0	0	0	0
Taar8a	0	0	0	0
Taar8b	0	0	0	0
Taar8c	0	0	0	0
Taar9	0	0	0	0
RP23-389G8.5	0	0	0	0
Stx7	2971	3281	2060	2371
Moxd1	0	0	0	0
RP23-232L11.2	0	0	0	0
RP23-232L11.1	0	0	0	0
RP23-234P12.1	0	0	0	0
RP23-234P12.2	0	0	0	0
Ctgf	0	21	0	0
Enpp1	336	329	233	408
Enpp3	0	0	0	0
Med23	1900	2103	1600	1832
Gm23410	0	0	0	0
Mir6905	0	2	0	1
Arg1	9	4	12	13
RP23-113B7.3	0	0	0	0
RP24-462I5.1	0	0	0	0
RP24-462I5.2	3	5	1	1
Gm22566	0	0	0	0
Akap7	22	31	21	20
RP23-222O23.2	0	0	0	0
Gm25016	0	0	0	0
Gm26167	0	0	0	1
RP23-250H23.1	1	0	0	0
Epb41l2	3342	3071	2159	2457
RP24-286P15.1	6	15	0	1
Smlr1	0	0	0	0
RP23-451H6.1	0	0	0	0
RP23-429B12.3	0	0	0	0
RP23-451H6.2	0	0	0	0
RP23-451H6.3	0	0	0	0
RP23-356G7.1	0	0	0	0
RP23-356G7.3	0	0	0	1
RP23-356G7.2	4	0	0	2
RP23-356G7.4	0	2	1	3
RP23-356G7.5	0	0	0	0
RP23-356G7.6	1	0	1	1
Tmem200a	0	0	0	0
Gm9767	0	0	0	0
RP23-356P21.1	309	255	197	216
Samd3	147	341	93	104
L3mbtl3	1005	916	889	1179
Gm27754	0	1	0	0
Gm23757	0	0	0	0
RP23-403E19.1	0	0	6	0
RP23-403E19.2	3	3	5	1
RP23-138N1.2	0	0	0	0
RP23-138N1.1	5	4	5	2
RP23-424I1.1	0	0	0	0
RP23-424I1.3	0	0	0	0
RP23-424I1.2	0	0	0	0
Arhgap18	1745	1769	904	1072
RP23-271A21.2	0	0	0	0
